classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,event_type,source_file,source_snippet,confidence
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,AOK PLUS,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/07-2022 #9109__copy2.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,AOK PLUS,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/07-2022 #9109__copy3.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/###########          2022-2023/07-2022 #9109.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/2022/07-2022 #9109.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2022 #9109.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2022 #9109__copy2.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2022 #9109__copy3.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/07-2022 #9109.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/07-2022 #9109__copy2.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-06-03,2022-07,Techniker Krankenkasse,2750.24,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/07-2022 #9109__copy3.pdf,": 59.309,28 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Bozhidar Asenov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -2.750,24 Kristiyan Petrov - Neue 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.847,26 Stoyan Todinov 09.09.2022 09.09.2022 Überweisung Lohn-Gehalt Abrechnung 08/2022 -1.626,58 Bor",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,,2022-07,AOK Plus,-2750.24,19.08,HEALTH_INSURANCE_EXTRACTED_ROW,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2022 #9109.pdf,"Beitraege 08/22 -1.030,32",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,,2022-10,AOK Plus,-600.00,30.09,HEALTH_INSURANCE_EXTRACTED_ROW,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/10-2022 #9109.pdf,"Beitraege 10/22 -983,10",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-11-28,2023-02,AOK Baden-Wuerttemberg,148878.17,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/02-2023 #9109.pdf,"in € Hermes Germany GmbH 07.03.2023 07.03.2023 Gutschrift Referenz 2000016306 53269508 120-2300018244 120-2300018 649 EDV02633. 148.878,17 Vodafone GmbH 07.03.2023 07.03.2023 Lastschrift Referenz 0000113189500 001867506967 5 Mandat DE04KMMC000113189500T0215787 66 Einreicher-ID DE26ZZZ00000006194 0000113189500 0018675069675 Vodafon e Rechnung Rechnungsnr: 11955624316 8 KdNr. 113189500 Vodafone sagt Dan ke -170,57 AMAZ",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-11-28,2023-02,AOK Hessen,148878.17,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/02-2023 #9109.pdf,"in € Hermes Germany GmbH 07.03.2023 07.03.2023 Gutschrift Referenz 2000016306 53269508 120-2300018244 120-2300018 649 EDV02633. 148.878,17 Vodafone GmbH 07.03.2023 07.03.2023 Lastschrift Referenz 0000113189500 001867506967 5 Mandat DE04KMMC000113189500T0215787 66 Einreicher-ID DE26ZZZ00000006194 0000113189500 0018675069675 Vodafon e Rechnung Rechnungsnr: 11955624316 8 KdNr. 113189500 Vodafone sagt Dan ke -170,57 AMAZ",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-11-28,2023-02,AOK Nordost,148878.17,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/02-2023 #9109.pdf,"in € Hermes Germany GmbH 07.03.2023 07.03.2023 Gutschrift Referenz 2000016306 53269508 120-2300018244 120-2300018 649 EDV02633. 148.878,17 Vodafone GmbH 07.03.2023 07.03.2023 Lastschrift Referenz 0000113189500 001867506967 5 Mandat DE04KMMC000113189500T0215787 66 Einreicher-ID DE26ZZZ00000006194 0000113189500 0018675069675 Vodafon e Rechnung Rechnungsnr: 11955624316 8 KdNr. 113189500 Vodafone sagt Dan ke -170,57 AMAZ",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2022-11-28,2023-02,AOK PLUS,148878.17,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/02-2023 #9109.pdf,"in € Hermes Germany GmbH 07.03.2023 07.03.2023 Gutschrift Referenz 2000016306 53269508 120-2300018244 120-2300018 649 EDV02633. 148.878,17 Vodafone GmbH 07.03.2023 07.03.2023 Lastschrift Referenz 0000113189500 001867506967 5 Mandat DE04KMMC000113189500T0215787 66 Einreicher-ID DE26ZZZ00000006194 0000113189500 0018675069675 Vodafon e Rechnung Rechnungsnr: 11955624316 8 KdNr. 113189500 Vodafone sagt Dan ke -170,57 AMAZ",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,,2022-12,AOK Plus,-500.00,-23.43,HEALTH_INSURANCE_EXTRACTED_ROW,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/12-2022 #9109.pdf,"Beitraege 11/22 -1.190,42",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,,2023-01,AOK Plus,-67.93,1.05,HEALTH_INSURANCE_EXTRACTED_ROW,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,"Lastschrift aus Kartenzahlung; BIC: PBNKDEFFXXX; IBAN: DE98 3701 0050 0555 6515 06 -67,93",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,,2023-02,AOK Plus,-200.00,1.23,HEALTH_INSURANCE_EXTRACTED_ROW,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2023 #9109.pdf,"Beitraege 02/23 -2.190,52",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2023-04-10,2023-03,AOK,23200.00,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/03-2023 #9120.pdf,"54dfd64218162cd197b07105b93444dcfc0a55de5 1/9 Postbank Giro plus Martin Zahariev DE43 1001 0010 0783 0891 20 Aktueller Kontostand 5.017,13 EUR Anstehende Umsätze -25,50 EUR Kartenzahlung Kartenzahlung 06.04.2023 Letzte Woche 5.000,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 06.04.2023 -100,00 EUR Martin SEPA Überweisung Transfer 04.04.2023 200,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 03.04.2023 -24,90 EU",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2023-04-10,2023-03,AOK,23200.00,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120.pdf,"54dfd64218162cd197b07105b93444dcfc0a55de5 1/9 Postbank Giro plus Martin Zahariev DE43 1001 0010 0783 0891 20 Aktueller Kontostand 5.017,13 EUR Anstehende Umsätze -25,50 EUR Kartenzahlung Kartenzahlung 06.04.2023 Letzte Woche 5.000,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 06.04.2023 -100,00 EUR Martin SEPA Überweisung Transfer 04.04.2023 200,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 03.04.2023 -24,90 EU",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2023-04-10,2023-03,AOK,23200.00,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120__copy2.pdf,"54dfd64218162cd197b07105b93444dcfc0a55de5 1/9 Postbank Giro plus Martin Zahariev DE43 1001 0010 0783 0891 20 Aktueller Kontostand 5.017,13 EUR Anstehende Umsätze -25,50 EUR Kartenzahlung Kartenzahlung 06.04.2023 Letzte Woche 5.000,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 06.04.2023 -100,00 EUR Martin SEPA Überweisung Transfer 04.04.2023 200,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 03.04.2023 -24,90 EU",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2023-04-10,2023-03,AOK,23200.00,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120__copy3.pdf,"54dfd64218162cd197b07105b93444dcfc0a55de5 1/9 Postbank Giro plus Martin Zahariev DE43 1001 0010 0783 0891 20 Aktueller Kontostand 5.017,13 EUR Anstehende Umsätze -25,50 EUR Kartenzahlung Kartenzahlung 06.04.2023 Letzte Woche 5.000,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 06.04.2023 -100,00 EUR Martin SEPA Überweisung Transfer 04.04.2023 200,00 EUR MARTIN ZAHARIEV SEPA Überweisung transfer 03.04.2023 -24,90 EU",HIGH
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-10-30,2023-09,AOK,,19.00,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/accountings112023/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-10-30,2023-09,AOK,,19.00,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-10-30,2023-09,AOK,,19.00,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-10-30,2023-09,AOK,,19.00,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a__copy2.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,,2023-12,AOK Plus,6239.86,,HEALTH_INSURANCE_EXTRACTED_ROW,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Pay Roll 12.2023.pdf,"beiträge bereits bezahlt wurden. *** Finanzamt 09097 Chemnitz Bar/Einzug 215/291/01497 12/2023 6.239,86",HIGH
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-12-28,2023-12,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting/accountings112023/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-12-28,2023-12,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-12-28,2023-12,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2023-12-28,2023-12,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303__copy2.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-01-11,,AOK Hessen,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-01-11,,AOK Hessen,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-01-11,,AOK Hessen,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-01-11,,AOK Hessen,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
