evidence_id,event_date,contribution_period,Krankenkasse,event_type,amount_due,due_date,amount_paid,payment_date,amount_outstanding,sender,recipient,communication_subject,communication_summary,payment_plan_status,source_file,source_path,source_page,source_snippet,extraction_method,confidence,duplicate_references,gap_flags
SI-390JS-5935-26-00225,2022-01-31,2022-04,Techniker Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,789.61,2022-01-31,,,,,Health-insurance related document detected by text/path keywords.,,04-2022 #9109__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/04-2022 #9109__copy2.pdf,,"eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Rainer Neumeier - Garagenvermietung 09.05.2022 09.05.2022 Überweisung Stromrechnung für 1 Kalenderjahr -789,61 Rainer Neumeier - Garagenvermietung 09.05.2022 09.05.2022 Überweisung Miete für 05/2022 -775,00 Maria Dimitrova 09.05.2022 09.05.2022 Überweisung Lohn-Gehalt Abrechnung 04/2022, Dar lehen 2000E",pdf_fitz_keyword_scan,HIGH,,
SI-390JS-5935-26-00226,2022-01-31,2022-04,Techniker Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,789.61,2022-01-31,,,,,Health-insurance related document detected by text/path keywords.,,04-2022 #9109__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/04-2022 #9109__copy3.pdf,,"eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Rainer Neumeier - Garagenvermietung 09.05.2022 09.05.2022 Überweisung Stromrechnung für 1 Kalenderjahr -789,61 Rainer Neumeier - Garagenvermietung 09.05.2022 09.05.2022 Überweisung Miete für 05/2022 -775,00 Maria Dimitrova 09.05.2022 09.05.2022 Überweisung Lohn-Gehalt Abrechnung 04/2022, Dar lehen 2000E",pdf_fitz_keyword_scan,HIGH,,
SI-390JS-5935-26-00227,,2022-02,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,-949.37,,952.60,,,,,,,,02-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2022 #9109.pdf,,"Beitraege 02/22 -949,37",existing_accounting_cash_flow_health_timeline,HIGH,,missing due_date; missing payment_date
SI-390JS-5935-26-00228,2022-02-08,2022-02,AOK,UNBEDENKLICHKEITSBESCHEINIGUNG_PAID_CLEAR,,,,,,,,,"vorgenannten Betriebsnummer geführten Arbeitgeberkonto, derzeit keine Beitragsrückstände",,aktuelle Unbedenklichkeitsbescheinigungen.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/aktuelle Unbedenklichkeitsbescheinigungen.pdf,,"vorgenannten Betriebsnummer geführten Arbeitgeberkonto, derzeit keine Beitragsrückstände",existing_unbedenklichkeitsbescheinigung_status,HIGH,,
SI-390JS-5935-26-00229,2022-02-08,2022-02,AOK Nordost,UNBEDENKLICHKEITSBESCHEINIGUNG,,,,,,,,,Document relates to Unbedenklichkeitsbescheinigung; exact status should be read from source snippet.,,aktuelle Unbedenklichkeitsbescheinigungen.pdf,00_INBOX - Входящи - Eingang/Accounting/2. Sozialversicherungsanmeldungen/old/аb 2021 - 2022/aktuelle Unbedenklichkeitsbescheinigungen.pdf,,[[page 1]] AOK Nordost · 14456 Potsdam AOK Nordost Die Gesundheitskasse Firmenkundenservice Postanschrift 14456 Potsdam Ihre Gesprächspartnerin Pauline Pontow Telefon (kostenfrei) 0800 265080-23866 Fax 0800 265080-49418 E-Mail Service www.aok.de/nordost/mail Datum 08.02.2022 Unser Zeichen (Bitte stets angeben) 89878877 - VER/2/0/10 AOK-Service-Telefon: rund um die Uhr – 0800 2650800 (Inland) bzw. +49 331 2772-1111 (A,pdf_fitz_keyword_scan,HIGH,,
SI-390JS-5935-26-00230,2022-02-08,2022-02,AOK Nordost,UNBEDENKLICHKEITSBESCHEINIGUNG,,,,,,,,,Document relates to Unbedenklichkeitsbescheinigung; exact status should be read from source snippet.,,aktuelle Unbedenklichkeitsbescheinigungen.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/aktuelle Unbedenklichkeitsbescheinigungen.pdf,,[[page 1]] AOK Nordost · 14456 Potsdam AOK Nordost Die Gesundheitskasse Firmenkundenservice Postanschrift 14456 Potsdam Ihre Gesprächspartnerin Pauline Pontow Telefon (kostenfrei) 0800 265080-23866 Fax 0800 265080-49418 E-Mail Service www.aok.de/nordost/mail Datum 08.02.2022 Unser Zeichen (Bitte stets angeben) 89878877 - VER/2/0/10 AOK-Service-Telefon: rund um die Uhr – 0800 2650800 (Inland) bzw. +49 331 2772-1111 (A,pdf_fitz_keyword_scan,HIGH,,
SI-390JS-5935-26-00231,2022-02-08,2022-02,AOK Nordost,UNBEDENKLICHKEITSBESCHEINIGUNG,,,,,,,,,Document relates to Unbedenklichkeitsbescheinigung; exact status should be read from source snippet.,,aktuelle Unbedenklichkeitsbescheinigungen__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/aktuelle Unbedenklichkeitsbescheinigungen__copy2.pdf,,[[page 1]] AOK Nordost · 14456 Potsdam AOK Nordost Die Gesundheitskasse Firmenkundenservice Postanschrift 14456 Potsdam Ihre Gesprächspartnerin Pauline Pontow Telefon (kostenfrei) 0800 265080-23866 Fax 0800 265080-49418 E-Mail Service www.aok.de/nordost/mail Datum 08.02.2022 Unser Zeichen (Bitte stets angeben) 89878877 - VER/2/0/10 AOK-Service-Telefon: rund um die Uhr – 0800 2650800 (Inland) bzw. +49 331 2772-1111 (A,pdf_fitz_keyword_scan,HIGH,,
SI-390JS-5935-26-00232,2022-02-08,2022-02,AOK Nordost,UNBEDENKLICHKEITSBESCHEINIGUNG,,,,,,,,,Document relates to Unbedenklichkeitsbescheinigung; exact status should be read from source snippet.,,aktuelle Unbedenklichkeitsbescheinigungen__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/aktuelle Unbedenklichkeitsbescheinigungen__copy3.pdf,,[[page 1]] AOK Nordost · 14456 Potsdam AOK Nordost Die Gesundheitskasse Firmenkundenservice Postanschrift 14456 Potsdam Ihre Gesprächspartnerin Pauline Pontow Telefon (kostenfrei) 0800 265080-23866 Fax 0800 265080-49418 E-Mail Service www.aok.de/nordost/mail Datum 08.02.2022 Unser Zeichen (Bitte stets angeben) 89878877 - VER/2/0/10 AOK-Service-Telefon: rund um die Uhr – 0800 2650800 (Inland) bzw. +49 331 2772-1111 (A,pdf_fitz_keyword_scan,HIGH,,
SI-390JS-5935-26-00233,2022-03-28,2022-06,AOK Hessen,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/2022/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00234,2022-03-28,2022-06,AOK Hessen,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00235,2022-03-28,2022-06,AOK Hessen,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy2.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00236,2022-03-28,2022-06,AOK Hessen,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy3.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00237,2022-03-28,2022-06,AOK Nordost,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/2022/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00238,2022-03-28,2022-06,AOK Nordost,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00239,2022-03-28,2022-06,AOK Nordost,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy2.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00240,2022-03-28,2022-06,AOK Nordost,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy3.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00241,2022-03-28,2022-06,AOK PLUS,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/2022/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00242,2022-03-28,2022-06,AOK PLUS,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00243,2022-03-28,2022-06,AOK PLUS,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy2.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00244,2022-03-28,2022-06,AOK PLUS,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy3.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00245,2022-03-28,2022-06,Techniker Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/2022/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00246,2022-03-28,2022-06,Techniker Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00247,2022-03-28,2022-06,Techniker Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy2.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00248,2022-03-28,2022-06,Techniker Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9109__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109__copy3.pdf,,"tostand: 728,49 Höhe der eingeräumten Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050126450407 Mandat 020468 Einreicher-ID DE37SCC00000040819 LOUNGE 130//CHEMNITZ/DE 2022-07-04T00:34:54 Folgenr. 001 Verfalld. 2312 -41,50 V PAY 05.07.2022 05.07.2022 Kartenzahlung Referenz VZ2207050195140307 Mandat 011149",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00249,2022-03-29,2022-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/old/bankstatementsfrom2022untilnow/2022/06-2022 #9120.pdf,,"Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Wohnungsbaugenossenschaft Chemnitz-Helbersdorf eG 04.07.2022 04.07.2022 Lastschrift Referenz NOTPROVIDED Mandat 0000006661 Einreicher-ID DE95ZZZ00000247646 26997/8275/27/117 1079,95 Miete 07. 22 -1.079,95 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrift transfer 150,00 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrif",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00250,2022-03-29,2022-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/06-2022 #9120.pdf,,"Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Wohnungsbaugenossenschaft Chemnitz-Helbersdorf eG 04.07.2022 04.07.2022 Lastschrift Referenz NOTPROVIDED Mandat 0000006661 Einreicher-ID DE95ZZZ00000247646 26997/8275/27/117 1079,95 Miete 07. 22 -1.079,95 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrift transfer 150,00 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrif",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00251,2022-03-29,2022-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9120__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/06-2022 #9120__copy2.pdf,,"Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Wohnungsbaugenossenschaft Chemnitz-Helbersdorf eG 04.07.2022 04.07.2022 Lastschrift Referenz NOTPROVIDED Mandat 0000006661 Einreicher-ID DE95ZZZ00000247646 26997/8275/27/117 1079,95 Miete 07. 22 -1.079,95 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrift transfer 150,00 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrif",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00252,2022-03-29,2022-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,06-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/06-2022 #9120.pdf,,"Kontoüberziehung: 0,00 Auftraggeber/Begünstigter Buchung Wertstellung Art Verwendungszweck Betrag in € Wohnungsbaugenossenschaft Chemnitz-Helbersdorf eG 04.07.2022 04.07.2022 Lastschrift Referenz NOTPROVIDED Mandat 0000006661 Einreicher-ID DE95ZZZ00000247646 26997/8275/27/117 1079,95 Miete 07. 22 -1.079,95 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrift transfer 150,00 MARTIN ZAHARIEV 04.07.2022 04.07.2022 Gutschrif",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00253,,2022-04,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,-947.83,,-789.61,,,,,,,,04-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/04-2022 #9109.pdf,,"Beitraege 04/22 -947,83",existing_accounting_cash_flow_health_timeline,HIGH,,missing due_date; missing payment_date
SI-390JS-5935-26-00254,2022-04-08,2022-04,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Sozialversicherungsanmeldungen.pdf,00_INBOX - Входящи - Eingang/Accounting/2. Sozialversicherungsanmeldungen/old/аb 2021 - 2022/Sozialversicherungsanmeldungen.pdf,,[[page 1]] Meldebescheinigung zur Sozialversicherung gemäß § 25 DEÜV Pers.-Nr. Datum: Seite: Versicherungsnummer Geburtsdatum Geburtsname (falls Versicherungsnummer unbekannt) Geburtsort (falls Versicherungsnr. unbekannt) Geburtsland (falls Meldung europ. Vers.Nr.) Europäische Versicherungsnummer Folgende Angaben wurden gemäß DEÜV an den zuständigen Träger der Sozialversicherung/Rentenversicherung übermittelt: Grund ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00255,2022-04-08,2022-04,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Sozialversicherungsanmeldungen.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Sozialversicherungsanmeldungen.pdf,,[[page 1]] Meldebescheinigung zur Sozialversicherung gemäß § 25 DEÜV Pers.-Nr. Datum: Seite: Versicherungsnummer Geburtsdatum Geburtsname (falls Versicherungsnummer unbekannt) Geburtsort (falls Versicherungsnr. unbekannt) Geburtsland (falls Meldung europ. Vers.Nr.) Europäische Versicherungsnummer Folgende Angaben wurden gemäß DEÜV an den zuständigen Träger der Sozialversicherung/Rentenversicherung übermittelt: Grund ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-00256,2022-04-08,2022-04,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Sozialversicherungsanmeldungen__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Sozialversicherungsanmeldungen__copy2.pdf,,[[page 1]] Meldebescheinigung zur Sozialversicherung gemäß § 25 DEÜV Pers.-Nr. Datum: Seite: Versicherungsnummer Geburtsdatum Geburtsname (falls Versicherungsnummer unbekannt) Geburtsort (falls Versicherungsnr. unbekannt) Geburtsland (falls Meldung europ. Vers.Nr.) Europäische Versicherungsnummer Folgende Angaben wurden gemäß DEÜV an den zuständigen Träger der Sozialversicherung/Rentenversicherung übermittelt: Grund ,pdf_fitz_keyword_scan,MEDIUM,,
