police_category,rank,document,date,Krankenkasse,fact_established,why_needed,source_path,source_snippet,confidence
C,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
C,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
C,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303__copy2.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303__copy2.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
C,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,Pay Roll 12.2023.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/payroll12_2023/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
C,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1__copy2.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,Pay Roll 12.2023.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
C,CORE,Pay Roll 12.2023__copy2.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Pay Roll 12.2023__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
C,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
C,CORE,Pay Roll 12.2023.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
C,CORE,"40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303.pdf",2024-01-29,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting/accountings012024/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303.pdf","DEÜV 30,00 EUR AN Januar/2024 § 34 Abs. 1 StBVV 2022 3 25,00 EUR Erstmalige Einrichtung von Lohnkonten und Aufnahme der Stammdaten 75,00 EUR AN Januar/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN Januar/2024 4 15,00 EUR Lohnbescheinigungen für die Arbeitnehmer (Certificate for the familiy fund/ housing benefit/parental leave) 60,00 EUR AN Januar/2024 Seite 1 Übertrag 1.559,20 EUR [[page 2]] Mandantennummer: 4",MEDIUM
D,CORE,agb_doc.pdf,,AOK,PAYMENT_PLAN_OR_STUNDUNG,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/ihrebestellung465795beiwebergmbh/agb_doc.pdf,[[page 1]] Allgemeine Geschäftsbedingungen mit Kundeninformationen Inhaltsverzeichnis 1. Geltungsbereich 2. Vertragsschluss 3. Widerrufsrecht 4. Preise und Zahlungsbedingungen 5. Liefer- und Versandbedingungen 6. Eigentumsvorbehalt 7. Mängelhaftung (Gewährleistung) 8. Besondere Bedingungen für die Verarbeitung von Waren nach bestimmten Vorgaben des Kunden 9. Besondere Bedingungen für Reparaturleistungen 10. Einlösung,HIGH
D,CORE,agb_doc.pdf,,AOK,PAYMENT_PLAN_OR_STUNDUNG,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/agb_doc.pdf,[[page 1]] Allgemeine Geschäftsbedingungen mit Kundeninformationen Inhaltsverzeichnis 1. Geltungsbereich 2. Vertragsschluss 3. Widerrufsrecht 4. Preise und Zahlungsbedingungen 5. Liefer- und Versandbedingungen 6. Eigentumsvorbehalt 7. Mängelhaftung (Gewährleistung) 8. Besondere Bedingungen für die Verarbeitung von Waren nach bestimmten Vorgaben des Kunden 9. Besondere Bedingungen für Reparaturleistungen 10. Einlösung,HIGH
D,CORE,agb_doc__copy2.pdf,,AOK,PAYMENT_PLAN_OR_STUNDUNG,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/agb_doc__copy2.pdf,[[page 1]] Allgemeine Geschäftsbedingungen mit Kundeninformationen Inhaltsverzeichnis 1. Geltungsbereich 2. Vertragsschluss 3. Widerrufsrecht 4. Preise und Zahlungsbedingungen 5. Liefer- und Versandbedingungen 6. Eigentumsvorbehalt 7. Mängelhaftung (Gewährleistung) 8. Besondere Bedingungen für die Verarbeitung von Waren nach bestimmten Vorgaben des Kunden 9. Besondere Bedingungen für Reparaturleistungen 10. Einlösung,HIGH
D,CORE,agb_doc.pdf,,AOK,PAYMENT_PLAN_OR_STUNDUNG,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/agb_doc.pdf,[[page 1]] Allgemeine Geschäftsbedingungen mit Kundeninformationen Inhaltsverzeichnis 1. Geltungsbereich 2. Vertragsschluss 3. Widerrufsrecht 4. Preise und Zahlungsbedingungen 5. Liefer- und Versandbedingungen 6. Eigentumsvorbehalt 7. Mängelhaftung (Gewährleistung) 8. Besondere Bedingungen für die Verarbeitung von Waren nach bestimmten Vorgaben des Kunden 9. Besondere Bedingungen für Reparaturleistungen 10. Einlösung,HIGH
D,CORE,BKK_Linde_Ratenzahlung.json,,AOK,PAYMENT_PLAN_OR_STUNDUNG,Material source row for requested police evidence category.,08_Reports - Доклади - Berichte/Accounting_Cash_Flow/recovered_health_insurance_text/BKK_Linde_Ratenzahlung.json,"{ ""filename"": ""BKK Linde Ratenzahlung.pdf"", ""extraction_method"": ""OCR_REQUIRED after PyMuPDF/pypdf/pdfplumber/OCR attempts"", ""password_success"": ""NO"", ""text_length"": 0, ""detected_insurance_name"": ""BKK Linde"", ""detected_dates"": [], ""detected_amounts"": [], ""status"": ""OCR_REQUIRED"", ""source_file"": ""00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/BKK Linde Ratenzahlung.pdf"", ""technical_errors"": [ ""P",HIGH
E,CORE,"89878877, Antrag auf Ratenzahlung.eml",2025-02-03,AOK,UNBEDENKLICHKEITSBESCHEINIGUNG,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting/89878877, Antrag auf Ratenzahlung.eml","Date: Mon, 20 Jan 2025 08:34:26 +0000 From: ""Brunettin, Marilie"" <marilie@brunettin.de> To: ""'service@barmer.de'"" <service@barmer.de> Subject: 89878877, Antrag auf Ratenzahlung Sehr geehrte Damen und Herren, im Auftrag unseres Mandanten, Martin Zahariev, stellen wir einen Antrag auf Ratenzahlung für die Forderung in Höhe von 4.052,18 €. Er ist gerade nicht in der Lage, den Gesamtbetrag auf einmal zu begleichen. Wir m",HIGH
E,CORE,"89878877, Antrag auf Ratenzahlung.eml",2025-02-03,AOK,UNBEDENKLICHKEITSBESCHEINIGUNG,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/89878877, Antrag auf Ratenzahlung.eml","Date: Mon, 20 Jan 2025 08:34:26 +0000 From: ""Brunettin, Marilie"" <marilie@brunettin.de> To: ""'service@barmer.de'"" <service@barmer.de> Subject: 89878877, Antrag auf Ratenzahlung Sehr geehrte Damen und Herren, im Auftrag unseres Mandanten, Martin Zahariev, stellen wir einen Antrag auf Ratenzahlung für die Forderung in Höhe von 4.052,18 €. Er ist gerade nicht in der Lage, den Gesamtbetrag auf einmal zu begleichen. Wir m",HIGH
E,CORE,"89878877, Antrag auf Ratenzahlung__copy2.eml",2025-02-03,AOK,UNBEDENKLICHKEITSBESCHEINIGUNG,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/89878877, Antrag auf Ratenzahlung__copy2.eml","Date: Mon, 20 Jan 2025 08:34:26 +0000 From: ""Brunettin, Marilie"" <marilie@brunettin.de> To: ""'service@barmer.de'"" <service@barmer.de> Subject: 89878877, Antrag auf Ratenzahlung Sehr geehrte Damen und Herren, im Auftrag unseres Mandanten, Martin Zahariev, stellen wir einen Antrag auf Ratenzahlung für die Forderung in Höhe von 4.052,18 €. Er ist gerade nicht in der Lage, den Gesamtbetrag auf einmal zu begleichen. Wir m",HIGH
E,CORE,"89878877, Antrag auf Ratenzahlung__copy3.eml",2025-02-03,AOK,UNBEDENKLICHKEITSBESCHEINIGUNG,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/89878877, Antrag auf Ratenzahlung__copy3.eml","Date: Mon, 20 Jan 2025 08:34:26 +0000 From: ""Brunettin, Marilie"" <marilie@brunettin.de> To: ""'service@barmer.de'"" <service@barmer.de> Subject: 89878877, Antrag auf Ratenzahlung Sehr geehrte Damen und Herren, im Auftrag unseres Mandanten, Martin Zahariev, stellen wir einen Antrag auf Ratenzahlung für die Forderung in Höhe von 4.052,18 €. Er ist gerade nicht in der Lage, den Gesamtbetrag auf einmal zu begleichen. Wir m",HIGH
E,CORE,BKK_Linde_Ratenzahlung.json,,AOK,PAYMENT_PLAN_OR_STUNDUNG,Material source row for requested police evidence category.,08_Reports - Доклади - Berichte/Accounting_Cash_Flow/recovered_health_insurance_text/BKK_Linde_Ratenzahlung.json,"{ ""filename"": ""BKK Linde Ratenzahlung.pdf"", ""extraction_method"": ""OCR_REQUIRED after PyMuPDF/pypdf/pdfplumber/OCR attempts"", ""password_success"": ""NO"", ""text_length"": 0, ""detected_insurance_name"": ""BKK Linde"", ""detected_dates"": [], ""detected_amounts"": [], ""status"": ""OCR_REQUIRED"", ""source_file"": ""00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/BKK Linde Ratenzahlung.pdf"", ""technical_errors"": [ ""P",HIGH
F,CORE,Tabelle nach § 175 InsO mit Grund des Bestreitens.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Tabelle nach § 175 InsO mit Grund des Bestreitens.pdf,"Beiträge EUR GESAMTFORDERUNG 30.000,00",HIGH
G,CORE,06-2021 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2021 #9109.pdf,"Überweisung Darlehen 05/2021 -1.400,00",HIGH
G,CORE,07-2021 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2021 #9109.pdf,"Überweisung Lohn-Gehalt Abrechnung 06/2021 -1.877,24",HIGH
G,CORE,11-2021 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/11-2021 #9109.pdf,"Beitraege1 0/21 -12,00",HIGH
G,CORE,06-2022 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/06-2022 #9109.pdf,"Beitraege 06/22 -935,88",HIGH
G,CORE,07-2022 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2022 #9109.pdf,"Beitraege 08/22 -1.030,32",HIGH
G,CORE,10-2022 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/10-2022 #9109.pdf,"Beitraege 10/22 -983,10",HIGH
G,CORE,12-2022 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/12-2022 #9109.pdf,"Beitraege 11/22 -1.190,42",HIGH
G,CORE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,"Lastschrift aus Kartenzahlung; BIC: PBNKDEFFXXX; IBAN: DE98 3701 0050 0555 6515 06 -67,93",HIGH
G,CORE,02-2023 #9109.pdf,,AOK Plus,HEALTH_INSURANCE_EXTRACTED_ROW,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2023 #9109.pdf,"Beitraege 02/23 -2.190,52",HIGH
G,CORE,90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,2023-10-30,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/accountings112023/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
G,CORE,90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,2023-10-30,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
G,CORE,90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,2023-10-30,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
G,CORE,90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a__copy2.pdf,2023-10-30,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a__copy2.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
