evidence_id,classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,source_file,source_snippet,confidence
SI-390JS-5935-26-01025,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-08-09,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_07-2024_DivAuswertungen_DivMitarbeiter_KZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01030,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-08-09,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/10001_07-2024_DivAuswertungen_DivMitarbeiter_KZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01031,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-08-09,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_07-2024_DivAuswertungen_DivMitarbeiter_KZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01032,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-08-09,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_07-2024_DivAuswertungen_DivMitarbeiter_KZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01033,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-08-09,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_07-2024_DivAuswertungen_DivMitarbeiter_KZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01046,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-08-30,2024-08,AOK,,,"00_INBOX - Входящи - Eingang/Accounting/accountings072024/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
SI-390JS-5935-26-01047,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-08-30,2024-08,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
SI-390JS-5935-26-01048,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-08-30,2024-08,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
SI-390JS-5935-26-01049,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-08-30,2024-08,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303__copy2.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
SI-390JS-5935-26-01081,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting/testpayslip/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01082,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01083,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01084,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01085,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-12,,Barmer,,,00_INBOX - Входящи - Eingang/Accounting/testpayslip/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01086,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-12,,Barmer,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01087,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-12,,Barmer,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01088,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-12,,Barmer,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01089,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,,AOK,,,00_INBOX - Входящи - Eingang/Accounting/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01090,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 08-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01091,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting/payroll082024/Lohnauswertungen.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01092,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-13,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01093,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01094,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 08-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01095,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 08-2024__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01096,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 08-2024__copy3.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01097,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-13,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01098,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy17.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01099,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy35.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01100,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,2024-08,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy53.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
SI-390JS-5935-26-01105,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,,BKK,,,00_INBOX - Входящи - Eingang/Accounting/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01106,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-13,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01107,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01108,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-13,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01113,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,,SBK,,,00_INBOX - Входящи - Eingang/Accounting/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01114,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-09-13,,SBK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-01115,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-09-13,,SBK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
