filename,full_path,file_type,detected_document_type,reason_not_processed,password_attempted,password_success,text_extracted,structured_rows_extracted,missing_required_fields,recommended_next_action,confidence,status
20240118_201333.jpg,00_INBOX - Входящи - Eingang/Accounting/20240118_201333.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240122_213234.jpg,00_INBOX - Входящи - Eingang/Accounting/20240122_213234.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240122_213354.jpg,00_INBOX - Входящи - Eingang/Accounting/20240122_213354.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240122_213523.jpg,00_INBOX - Входящи - Eingang/Accounting/20240122_213523.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240207_175537.jpg,00_INBOX - Входящи - Eingang/Accounting/20240207_175537.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240207_175612.jpg,00_INBOX - Входящи - Eingang/Accounting/20240207_175612.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240213_154432.jpg,00_INBOX - Входящи - Eingang/Accounting/20240213_154432.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240213_160151.jpg,00_INBOX - Входящи - Eingang/Accounting/20240213_160151.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240213_160355.jpg,00_INBOX - Входящи - Eingang/Accounting/20240213_160355.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240213_160605.jpg,00_INBOX - Входящи - Eingang/Accounting/20240213_160605.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240213_160917.jpg,00_INBOX - Входящи - Eingang/Accounting/20240213_160917.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240213_183313.jpg,00_INBOX - Входящи - Eingang/Accounting/20240213_183313.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240228_165447.jpg,00_INBOX - Входящи - Eingang/Accounting/20240228_165447.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240308_203211.mp4,00_INBOX - Входящи - Eingang/Accounting/20240308_203211.mp4,.mp4,,Unsupported file type: .mp4,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240308_203259.jpg,00_INBOX - Входящи - Eingang/Accounting/20240308_203259.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240313_192946.jpg,00_INBOX - Входящи - Eingang/Accounting/20240313_192946.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240313_193308(1).jpg,00_INBOX - Входящи - Eingang/Accounting/20240313_193308(1).jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240318_074925.jpg,00_INBOX - Входящи - Eingang/Accounting/20240318_074925.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240318_174927.jpg,00_INBOX - Входящи - Eingang/Accounting/20240318_174927.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240321_074606.jpg,00_INBOX - Входящи - Eingang/Accounting/20240321_074606.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240323_055457.jpg,00_INBOX - Входящи - Eingang/Accounting/20240323_055457.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240323_060040.jpg,00_INBOX - Входящи - Eingang/Accounting/20240323_060040.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240405_091317.jpg,00_INBOX - Входящи - Eingang/Accounting/20240405_091317.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240405_165837.jpg,00_INBOX - Входящи - Eingang/Accounting/20240405_165837.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240405_165922.jpg,00_INBOX - Входящи - Eingang/Accounting/20240405_165922.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240409_145317.jpg,00_INBOX - Входящи - Eingang/Accounting/20240409_145317.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240411_200249.jpg,00_INBOX - Входящи - Eingang/Accounting/20240411_200249.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240411_200351.jpg,00_INBOX - Входящи - Eingang/Accounting/20240411_200351.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240411_200423.jpg,00_INBOX - Входящи - Eingang/Accounting/20240411_200423.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240412_173242.jpg,00_INBOX - Входящи - Eingang/Accounting/20240412_173242.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240421_160012.jpg,00_INBOX - Входящи - Eingang/Accounting/20240421_160012.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240425_073935.jpg,00_INBOX - Входящи - Eingang/Accounting/20240425_073935.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240503_165138.jpg,00_INBOX - Входящи - Eingang/Accounting/20240503_165138.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240503_165410.jpg,00_INBOX - Входящи - Eingang/Accounting/20240503_165410.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240506_174920.jpg,00_INBOX - Входящи - Eingang/Accounting/20240506_174920.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240513_180215.jpg,00_INBOX - Входящи - Eingang/Accounting/20240513_180215.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240518_133837.jpg,00_INBOX - Входящи - Eingang/Accounting/20240518_133837.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240525_180048.jpg,00_INBOX - Входящи - Eingang/Accounting/20240525_180048.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240603_123040.jpg,00_INBOX - Входящи - Eingang/Accounting/20240603_123040.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240613_190612.jpg,00_INBOX - Входящи - Eingang/Accounting/20240613_190612.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240620_175959.jpg,00_INBOX - Входящи - Eingang/Accounting/20240620_175959.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240625_151011.jpg,00_INBOX - Входящи - Eingang/Accounting/20240625_151011.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240629_074306.jpg,00_INBOX - Входящи - Eingang/Accounting/20240629_074306.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240703_075444.jpg,00_INBOX - Входящи - Eingang/Accounting/20240703_075444.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240725_170837.jpg,00_INBOX - Входящи - Eingang/Accounting/20240725_170837.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240805_192746.jpg,00_INBOX - Входящи - Eingang/Accounting/20240805_192746.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240805_193114.jpg,00_INBOX - Входящи - Eingang/Accounting/20240805_193114.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240805_193118.jpg,00_INBOX - Входящи - Eingang/Accounting/20240805_193118.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240807_150523.jpg,00_INBOX - Входящи - Eingang/Accounting/20240807_150523.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240810_105035.jpg,00_INBOX - Входящи - Eingang/Accounting/20240810_105035.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240908_151654.jpg,00_INBOX - Входящи - Eingang/Accounting/20240908_151654.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240908_151754.jpg,00_INBOX - Входящи - Eingang/Accounting/20240908_151754.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240908_152609.jpg,00_INBOX - Входящи - Eingang/Accounting/20240908_152609.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240913_133524.jpg,00_INBOX - Входящи - Eingang/Accounting/20240913_133524.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240918_170620.jpg,00_INBOX - Входящи - Eingang/Accounting/20240918_170620.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240929_095748.jpg,00_INBOX - Входящи - Eingang/Accounting/20240929_095748.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240929_095825.jpg,00_INBOX - Входящи - Eingang/Accounting/20240929_095825.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240929_100504.jpg,00_INBOX - Входящи - Eingang/Accounting/20240929_100504.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240929_100825.jpg,00_INBOX - Входящи - Eingang/Accounting/20240929_100825.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240930_164727.jpg,00_INBOX - Входящи - Eingang/Accounting/20240930_164727.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241003_104857.jpg,00_INBOX - Входящи - Eingang/Accounting/20241003_104857.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241010_123555.jpg,00_INBOX - Входящи - Eingang/Accounting/20241010_123555.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241010_124450.jpg,00_INBOX - Входящи - Eingang/Accounting/20241010_124450.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241014_155934.jpg,00_INBOX - Входящи - Eingang/Accounting/20241014_155934.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241127_094823.jpg,00_INBOX - Входящи - Eingang/Accounting/20241127_094823.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241212_132952.jpg,00_INBOX - Входящи - Eingang/Accounting/20241212_132952.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241214_121525.jpg,00_INBOX - Входящи - Eingang/Accounting/20241214_121525.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241214_121714.jpg,00_INBOX - Входящи - Eingang/Accounting/20241214_121714.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241220_033940.jpg,00_INBOX - Входящи - Eingang/Accounting/20241220_033940.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20241224_122812.jpg,00_INBOX - Входящи - Eingang/Accounting/20241224_122812.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250107_102310.jpg,00_INBOX - Входящи - Eingang/Accounting/20250107_102310.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250110_192304.jpg,00_INBOX - Входящи - Eingang/Accounting/20250110_192304.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250113_174639.jpg,00_INBOX - Входящи - Eingang/Accounting/20250113_174639.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250114_095805.jpg,00_INBOX - Входящи - Eingang/Accounting/20250114_095805.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250115_195837.jpg,00_INBOX - Входящи - Eingang/Accounting/20250115_195837.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250120_160820(1).jpg,00_INBOX - Входящи - Eingang/Accounting/20250120_160820(1).jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250120_160824.jpg,00_INBOX - Входящи - Eingang/Accounting/20250120_160824.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250123_111752.jpg,00_INBOX - Входящи - Eingang/Accounting/20250123_111752.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250127_151723.jpg,00_INBOX - Входящи - Eingang/Accounting/20250127_151723.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250212_101528.jpg,00_INBOX - Входящи - Eingang/Accounting/20250212_101528.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250212_102820.jpg,00_INBOX - Входящи - Eingang/Accounting/20250212_102820.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250313_111831.jpg,00_INBOX - Входящи - Eingang/Accounting/20250313_111831.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250314_082549.jpg,00_INBOX - Входящи - Eingang/Accounting/20250314_082549.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250314_082554.jpg,00_INBOX - Входящи - Eingang/Accounting/20250314_082554.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250320_141334.jpg,00_INBOX - Входящи - Eingang/Accounting/20250320_141334.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250328_160329.jpg,00_INBOX - Входящи - Eingang/Accounting/20250328_160329.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250402_095645.jpg,00_INBOX - Входящи - Eingang/Accounting/20250402_095645.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
312_neut__Verdienstbescheinigung_Brutto_Netto_01_08_2023_-_31_07_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/312_neut__Verdienstbescheinigung_Brutto_Netto_01_08_2023_-_31_07_2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
33882 - ESt-Bescheid 2020.pdf,00_INBOX - Входящи - Eingang/Accounting/33882 - ESt-Bescheid 2020.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"41621 - GewSt-Bescheid 2023,2024.pdf","00_INBOX - Входящи - Eingang/Accounting/41621 - GewSt-Bescheid 2023,2024.pdf",.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/Abstimmliste (DE - SEPA, Langform) (1).pdf",.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (3) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/Abstimmliste (DE - SEPA, Langform) (3) (1).pdf",.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Accountings 02-2025 - martin.zahariev@gmail.com - Gmail.htm,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail.htm,.htm,,Unsupported file type: .htm,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Arbeitsbescheinigung Georgi Stefanov.pdf,00_INBOX - Входящи - Eingang/Accounting/Arbeitsbescheinigung Georgi Stefanov.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
